,Date,Open,High,Low,Close,Fifty_EMA,Twenty_EMA,Under/Over EMA,One_day_yield,Two_day_yield,Three_day_yield
6276,12/22/1986,249.729996,249.729996,247.449997,248.75,245.7049307196329,248.33050908036597,Over,Up,Up,Down
6277,12/23/1986,248.75,248.75,245.850006,246.339996,245.7298352404316,248.1409364060454,Over,Down,Up,Up
6278,12/24/1986,246.339996,247.220001,246.020004,246.75,245.76984170159116,248.0084662721363,Over,Down,Down,Down
6279,12/26/1986,246.75,247.089996,246.729996,246.919998,245.8149458701562,247.90480262717094,Over,Up,Down,Down
6280,12/29/1986,246.899994,246.919998,244.309998,244.669998,245.7700459536795,247.5967259960118,Over,Up,Up,Down
6281,12/30/1986,244.660004,244.669998,243.039993,243.369995,245.67592630843717,247.1941801868678,Over,Down,Down,Down
6282,12/31/1986,243.369995,244.029999,241.279999,242.169998,245.53843892379257,246.71568664526134,Over,Down,Down,Down
6283,1/2/1987,242.169998,246.449997,242.169998,246.449997,245.5741862993301,246.69038286952218,Over,Down,Down,Down
6284,1/5/1987,246.449997,252.570007,246.449997,252.190002,245.83363005229756,247.21415612004387,Over,Up,Up,Up
6285,1/6/1987,252.199997,253.990005,252.139999,252.779999,246.10603667769766,247.7442363943254,Over,Up,Up,Up
6286,1/7/1987,252.779999,255.720001,252.649994,255.330002,246.46776080798404,248.46669026153253,Over,Up,Up,Up
6287,1/8/1987,255.360001,257.279999,254.970001,257.279999,246.8917701488474,249.30605299852942,Over,Up,Up,Up
6288,1/9/1987,257.26001,259.200012,256.109985,258.730011,247.3560148881083,250.2035728081933,Over,Up,Up,Up
6289,1/12/1987,258.720001,261.359985,257.920013,260.299988,247.86362167680994,251.16513615979395,Over,Up,Up,Up
6290,1/13/1987,260.299988,260.450012,259.209991,259.950012,248.33759776791544,252.00179100171835,Over,Up,Up,Up
6291,1/14/1987,259.950012,262.720001,259.619995,262.640015,248.89847687505602,253.01495519203087,Over,Down,Up,Up
6292,1/15/1987,262.649994,266.679993,262.640015,265.48999,249.54912444858323,254.2030537451708,Over,Up,Up,Up
6293,1/16/1987,265.459991,267.23999,264.309998,266.279999,250.20523717608978,255.35323900753548,Over,Up,Up,Up
6294,1/19/1987,266.26001,269.339996,264.0,269.339996,250.95561987506667,256.6853111020559,Over,Up,Up,Up
6295,1/20/1987,269.339996,271.029999,267.649994,269.040009,251.6648116054562,257.8619489970982,Over,Up,Up,Up
6296,1/21/1987,269.040009,270.869995,267.350006,267.839996,252.299132562105,258.8122391878507,Over,Down,Up,Up
6297,1/22/1987,267.839996,274.049988,267.320007,273.910004,253.14661771653226,260.2501215509126,Over,Down,Down,Up
6298,1/23/1987,273.910004,280.959991,268.410004,270.100006,253.8114564727467,261.188205784159,Over,Up,Up,Up
6299,1/26/1987,270.100006,270.399994,267.730011,269.609985,254.43100661107036,261.9902799951915,Over,Down,Up,Up
6300,1/27/1987,269.609985,274.309998,269.609985,273.75,255.18861419494993,263.11025332898276,Over,Down,Down,Up
6301,1/28/1987,273.75,275.709991,273.029999,275.399994,255.98121732455976,264.2807048214606,Over,Up,Up,Down
6302,1/29/1987,275.399994,276.850006,272.540009,274.23999,256.69724762555745,265.22920817179767,Over,Up,Up,Up
6303,1/30/1987,274.23999,274.23999,271.380005,274.079987,257.37892367945716,266.0721394887693,Over,Down,Up,Up
6304,2/2/1987,274.079987,277.350006,273.160004,276.450012,258.12680949594903,267.0605082993627,Over,Down,Down,Up
6305,2/3/1987,276.450012,277.829987,275.839996,275.98999,258.82732637846084,267.91093512799483,Over,Up,Up,Up
6306,2/4/1987,275.98999,279.649994,275.350006,279.640015,259.6435102459722,269.0279903539001,Over,Down,Up,Up
6307,2/5/1987,279.640015,282.26001,278.660004,281.160004,260.4872943147576,270.1834202249573,Over,Up,Up,Up
6308,2/6/1987,281.160004,281.790009,279.869995,280.040009,261.2540674396691,271.12214296543755,Over,Up,Up,Up
6309,2/9/1987,280.040009,280.040009,277.23999,278.160004,261.9170453439958,271.7924154449197,Over,Down,Up,Up
6310,2/10/1987,278.160004,278.160004,273.48999,275.070007,262.43284776187835,272.104567021594,Over,Down,Down,Down
6311,2/11/1987,275.070007,277.709991,274.709991,277.540009,263.02528545749095,272.62222816239455,Over,Down,Down,Down
6312,2/12/1987,277.540009,278.040009,273.890015,275.619995,263.5191956356286,272.907729765976,Over,Up,Down,Down
6313,2/13/1987,275.619995,280.910004,275.01001,279.700012,264.15373745383926,273.554613788264,Over,Down,Up,Down
6314,2/17/1987,279.700012,285.48999,279.700012,285.48999,264.99045323996324,274.6913162846198,Over,Up,Up,Up
6315,2/18/1987,285.48999,287.549988,282.970001,285.420013,265.79161244623924,275.7130969241798,Over,Up,Up,Up
6316,2/19/1987,285.420013,286.23999,283.839996,285.570007,266.567235762073,276.6518502647341,Over,Down,Up,Up
6317,2/20/1987,285.570007,285.980011,284.309998,285.480011,267.30891322238386,277.49262747761657,Over,Up,Up,Up
6318,2/23/1987,285.480011,285.5,279.369995,282.380005,267.89993642934917,277.95809200355785,Over,Down,Up,Down
6319,2/24/1987,282.380005,283.329987,281.450012,282.880005,268.4873900987865,278.4268456222666,Over,Down,Down,Down
6320,2/25/1987,282.880005,285.350006,282.140015,284.0,269.0957277419713,278.9576222296698,Over,Up,Down,Down
6321,2/26/1987,284.0,284.399994,280.730011,282.959991,269.6394243403254,279.3388002077965,Over,Up,Up,Down
6322,2/27/1987,282.959991,284.549988,282.769989,284.200012,270.2104277779597,279.8017727594349,Over,Down,Up,Up
6323,3/2/1987,284.170013,284.829987,282.299988,283.0,270.71197962980443,280.10636582996494,Over,Up,Up,Up
6324,3/3/1987,283.0,284.190002,282.920013,284.119995,271.23778415412585,280.48861622711115,Over,Down,Up,Down
6325,3/4/1987,284.119995,288.619995,284.119995,288.619995,271.91943948141505,281.26303325310056,Over,Up,Down,Up
6326,3/5/1987,288.619995,291.23999,288.600006,290.519989,272.64887279586935,282.1446480861386,Over,Up,Up,Up
6327,3/6/1987,290.519989,290.670013,288.769989,290.660004,273.3551916666196,282.9556343636492,Over,Up,Up,Up
6328,3/9/1987,290.660004,290.660004,287.119995,288.299988,273.9412621110659,283.464620424254,Over,Up,Up,Up
6329,3/10/1987,288.299988,290.869995,287.890015,290.859985,274.6047414400437,284.1689408600393,Over,Down,Down,Down
6330,3/11/1987,290.869995,292.51001,289.329987,290.309998,275.22063385415964,284.7538034447975,Over,Up,Up,Up
6331,3/12/1987,290.329987,291.910004,289.660004,291.220001,275.8480600167416,285.36963178338823,Over,Down,Up,Down
6332,3/13/1987,291.220001,291.790009,289.880005,289.890015,276.3987249180459,285.8001444706846,Over,Up,Up,Up
6333,3/16/1987,289.880005,289.890015,286.640015,288.230011,276.8626969212598,286.03156033061936,Over,Down,Down,Down
6334,3/17/1987,288.089996,292.470001,287.959991,292.470001,277.47474806160255,286.6447451562746,Over,Down,Down,Down
6335,3/18/1987,292.48999,294.579987,290.869995,292.779999,278.0749539807554,287.22905504615323,Over,Up,Up,Up
6336,3/19/1987,292.730011,294.459991,292.26001,294.079987,278.7026023344513,287.8815247560434,Over,Up,Up,Up
6337,3/20/1987,294.079987,298.170013,294.079987,298.170013,279.46603020368855,288.8613807792774,Over,Up,Up,Up
6338,3/23/1987,298.160004,301.170013,297.5,301.160004,280.3167742741322,290.03267822887005,Over,Up,Up,Up
6339,3/24/1987,301.170013,301.920013,300.140015,301.640015,281.15297979279364,291.13813887373954,Over,Up,Up,Up
6340,3/25/1987,301.519989,301.850006,299.359985,300.380005,281.9069807813116,292.01831660005007,Over,Up,Up,Up
6341,3/26/1987,300.390015,302.720001,300.380005,300.929993,282.6529812604758,292.86704768575964,Over,Down,Down,Up
6342,3/27/1987,300.959991,301.410004,296.059998,296.130005,283.1814919953591,293.1778055252111,Over,Up,Down,Down
6343,3/30/1987,296.100006,296.130005,286.690002,289.200012,283.41751238769797,292.79896804661956,Over,Down,Down,Down
6344,3/31/1987,289.209991,291.869995,289.070007,291.700012,283.7423162940628,292.6943055659891,Over,Down,Down,Down
6345,4/1/1987,291.589996,292.380005,288.339996,292.380005,284.08104918449175,292.66437217875205,Over,Up,Down,Down
6346,4/2/1987,292.410004,294.470001,292.019989,293.630005,284.45551804000183,292.75633720934707,Over,Up,Up,Down
6347,4/3/1987,293.640015,301.299988,292.299988,300.410004,285.0811841560802,293.4852578560759,Over,Up,Up,Up
6348,4/6/1987,300.459991,302.209991,300.410004,301.950012,285.7427068166261,294.291424917402,Over,Up,Up,Up
6349,4/7/1987,301.940002,303.649994,296.670013,296.690002,286.1720125100917,294.5198608300304,Over,Up,Up,Up
6350,4/8/1987,296.720001,299.200012,295.179993,297.26001,286.6068359410685,294.78082741764655,Over,Down,Down,Up
6351,4/9/1987,297.25,297.709991,291.5,292.859985,286.8520574727913,294.59789004453734,Over,Up,Down,Down
6352,4/10/1987,292.820007,293.73999,290.940002,292.48999,287.07315286601516,294.3971376593433,Over,Down,Down,Down
6353,4/13/1987,292.480011,293.359985,285.619995,285.619995,287.0161662830342,293.5612193108344,Over,Down,Down,Down
6354,4/14/1987,285.609985,285.619995,275.670013,279.160004,286.7080814876211,292.1896749955169,Over,Down,Down,Down
6355,4/15/1987,279.170013,285.140015,279.160004,284.440002,286.61913719398893,291.45161090070576,Over,Down,Down,Down
6356,4/16/1987,284.450012,289.570007,284.440002,286.910004,286.63054373540115,291.0190769101623,Over,Up,Down,Down
6357,4/20/1987,286.910004,288.359985,284.549988,286.089996,286.60934578499325,290.549640633004,Over,Up,Up,Up
6358,4/21/1987,285.880005,293.070007,282.890015,293.070007,286.86270504832686,290.78967552509886,Over,Down,Up,Up
6359,4/22/1987,293.049988,293.459991,286.980011,287.190002,286.87554022290226,290.44684947508944,Over,Up,Up,Up
6360,4/23/1987,287.190002,289.119995,284.279999,286.820007,286.87336244945516,290.10143590603326,Over,Down,Up,Up
6361,4/24/1987,286.809998,286.820007,281.179993,281.519989,286.663426235751,289.2841552483158,Over,Down,Down,Up
6362,4/27/1987,281.519989,284.450012,276.220001,281.829987,286.47387959905484,288.5742344627619,Over,Down,Down,Down
6363,4/28/1987,281.829987,285.950012,281.829987,282.51001,286.31843373242526,287.99668927583224,Over,Up,Down,Down
6364,4/29/1987,282.579987,286.420013,282.579987,284.570007,286.24986797821254,287.6703385828958,Over,Up,Up,Down
6365,4/30/1987,284.579987,290.079987,284.570007,288.359985,286.33261766534144,287.73601919404854,Over,Up,Up,Up
6366,5/1/1987,286.98999,289.709991,286.519989,288.029999,286.3991816392496,287.7640172708058,Over,Up,Up,Up
6367,5/4/1987,288.019989,289.98999,286.390015,289.359985,286.5152915749653,287.9160141973958,Over,Down,Up,Up
6368,5/5/1987,289.359985,295.399994,289.339996,295.339996,286.8613584151628,288.6230600833581,Over,Up,Up,Up
6369,5/6/1987,295.350006,296.190002,293.600006,295.470001,287.1989522420192,289.2751496944669,Over,Up,Up,Up
6370,5/7/1987,295.450012,296.799988,294.070007,294.709991,287.4935027815478,289.7927536283272,Over,Up,Up,Up
6371,5/8/1987,294.730011,296.179993,291.730011,293.369995,287.72395345678126,290.13344328277225,Over,Down,Down,Up
6372,5/11/1987,293.369995,298.690002,291.549988,291.570007,287.87477908592706,290.2702588748892,Over,Down,Down,Down
6373,5/12/1987,291.570007,293.299988,290.179993,293.299988,288.08753237667503,290.5588045058521,Over,Down,Down,Down
6374,5/13/1987,293.309998,294.540009,290.73999,293.980011,288.3186099697466,290.8846336957709,Over,Up,Down,Down
6375,5/14/1987,293.980011,295.100006,292.950012,294.23999,288.5508209513252,291.2041914390308,Over,Up,Up,Up
6376,5/15/1987,294.230011,294.23999,287.109985,287.429993,288.50686691401836,290.8447439686469,Over,Up,Up,Up
6377,5/18/1987,287.429993,287.429993,282.570007,286.649994,288.4340483683706,290.4452439716329,Over,Down,Down,Down
6378,5/19/1987,286.660004,287.390015,278.829987,279.619995,288.0883992166698,289.4142678790964,Over,Down,Down,Down
6379,5/20/1987,279.619995,280.890015,277.01001,278.209991,287.7010106591534,288.3471938906111,Over,Down,Down,Down
6380,5/21/1987,278.230011,282.309998,278.209991,280.170013,287.40567741761794,287.56841475817197,Over,Down,Down,Down
6381,5/22/1987,280.170013,283.329987,280.170013,282.160004,287.1999647345741,287.0533280192985,Under,Up,Up,Down
6382,5/26/1987,282.160004,289.109985,282.160004,289.109985,287.274867490081,287.24920011269865,Under,Up,Up,Up
6383,5/27/1987,289.070007,290.779999,288.190002,288.730011,287.33193194145036,287.39022972101304,Over,Up,Up,Up
6384,5/28/1987,288.730011,291.5,286.329987,290.76001,287.466366375119,287.71116117615463,Over,Down,Up,Up
6385,5/29/1987,290.769989,292.869995,289.700012,290.100006,287.56964636040846,287.9386702069971,Over,Up,Up,Up
6386,6/1/1987,290.119995,291.959991,289.230011,289.829987,287.65828716980417,288.1187956158545,Over,Down,Up,Up
6387,6/2/1987,289.820007,290.940002,286.929993,288.459991,287.6897265356942,288.15129041434454,Over,Down,Down,Up
6388,6/3/1987,288.559998,293.470001,288.559998,293.470001,287.91640396566703,288.6578342796451,Over,Down,Down,Down
6389,6/4/1987,293.459991,295.089996,292.76001,295.089996,288.1977213003468,289.2704211101551,Over,Up,Up,Up
6390,6/5/1987,295.109985,295.109985,292.799988,293.450012,288.40369348464696,289.6684773853784,Over,Up,Up,Up
6391,6/8/1987,293.459991,297.029999,291.549988,296.720001,288.7298231911314,290.34005106296144,Over,Down,Down,Up
6392,6/9/1987,296.720001,297.589996,295.899994,297.279999,289.0651242032439,291.0009984855365,Over,Up,Up,Up
6393,6/10/1987,297.279999,300.809998,295.660004,297.470001,289.39472721488136,291.6170939631044,Over,Up,Up,Up
6394,6/11/1987,297.5,298.940002,297.470001,298.730011,289.7608167750821,292.29451463328496,Over,Up,Up,Up
6395,6/12/1987,298.769989,302.26001,298.730011,301.619995,290.225882587824,293.18265562059116,Over,Up,Up,Up
6396,6/15/1987,301.619995,304.109985,301.619995,303.140015,290.7323191530074,294.1309755614872,Over,Up,Up,Up
6397,6/16/1987,303.119995,304.859985,302.600006,304.76001,291.2824246764189,295.1432645556313,Over,Up,Up,Up
6398,6/17/1987,304.769989,305.73999,304.029999,304.809998,291.81291774793186,296.06390583604735,Over,Up,Up,Up
6399,6/18/1987,304.779999,306.130005,303.380005,305.690002,292.3571171303659,296.9806768992809,Over,Up,Up,Up
6400,6/19/1987,305.709991,306.970001,305.549988,306.970001,292.9301713997633,297.9320410993494,Over,Up,Up,Up
6401,6/22/1987,306.980011,310.200012,306.970001,309.649994,293.58585071741965,299.0480366136971,Over,Up,Up,Up
6402,6/23/1987,309.660004,310.269989,307.480011,308.429993,294.1679739441875,299.94155626953545,Over,Up,Up,Up
6403,6/24/1987,308.440002,308.910004,306.320007,306.859985,294.66569986794485,300.6004542438654,Over,Down,Up,Up
6404,6/25/1987,306.869995,309.440002,306.859985,308.959991,295.22626030449607,301.39660060159247,Over,Down,Down,Down
6405,6/26/1987,308.940002,308.959991,306.359985,307.160004,295.69425025333936,301.9454961633456,Over,Up,Up,Down
6406,6/29/1987,307.149994,308.149994,306.75,307.899994,296.17290687085546,302.5125911954079,Over,Down,Up,Down
6407,6/30/1987,307.890015,308.0,303.01001,304.0,296.4798516994494,302.65424917679763,Over,Up,Down,Up
6408,7/1/1987,303.98999,304.0,302.529999,302.940002,296.73319092692196,302.6814637313883,Over,Down,Down,Down
6409,7/2/1987,302.959991,306.339996,302.940002,305.630005,297.0820855964544,302.96227718554184,Over,Down,Down,Down
6410,7/6/1987,305.640015,306.75,304.230011,304.920013,297.38945529855425,303.1487282154902,Over,Up,Up,Down
6411,7/7/1987,304.910004,308.630005,304.730011,307.399994,297.782025443709,303.5536106711578,Over,Down,Up,Up
6412,7/8/1987,307.410004,308.480011,306.01001,308.290009,298.1941032302302,304.00469622628566,Over,Up,Up,Up
6413,7/9/1987,308.299988,309.559998,307.420013,307.519989,298.55982424080946,304.33948601425845,Over,Up,Up,Up
6414,7/10/1987,307.549988,308.399994,306.959991,308.369995,298.94453681960124,304.7233440129005,Over,Down,Up,Up
6415,7/13/1987,308.410004,308.410004,305.48999,307.630005,299.285143414911,305.00016886881474,Over,Up,Up,Up
6416,7/14/1987,307.670013,310.690002,307.459991,310.679993,299.73200026138505,305.5411045003562,Over,Down,Up,Down
6417,7/15/1987,310.670013,312.079987,309.070007,310.420013,300.15113801584056,306.0057624527032,Over,Up,Up,Up
6418,7/16/1987,311.0,312.829987,310.420013,312.700012,300.6432507211017,306.6433100286362,Over,Down,Up,Up
6419,7/17/1987,312.709991,314.589996,312.380005,314.589996,301.1901819085095,307.40013726400423,Over,Up,Up,Up
6420,7/20/1987,314.559998,314.589996,311.23999,311.390015,301.5901753630777,307.78012561981336,Over,Up,Up,Up
6421,7/21/1987,311.359985,312.410004,307.51001,308.549988,301.86310919197666,307.8534458464978,Over,Down,Down,Up
6422,7/22/1987,308.559998,309.119995,307.220001,308.470001,302.12220298836974,307.91216538492654,Over,Down,Down,Down
6423,7/23/1987,308.5,309.630005,306.100006,307.809998,302.3452537731396,307.90243515779065,Over,Down,Down,Down
6424,7/24/1987,307.820007,309.279999,307.779999,309.269989,302.6168120173302,308.0326783808582,Over,Down,Down,Down
6425,7/27/1987,309.299988,310.700012,308.609985,310.649994,302.9318387617486,308.28194653506216,Over,Up,Up,Up
6426,7/28/1987,310.649994,312.329987,310.279999,312.329987,303.30039359462126,308.6674741983896,Over,Up,Up,Up
6427,7/29/1987,312.339996,315.649994,311.730011,315.649994,303.78469164973416,309.3324760842572,Over,Up,Up,Up
6428,7/30/1987,315.690002,318.529999,315.649994,318.049988,304.3441150360191,310.16271531432795,Over,Up,Up,Up
6429,7/31/1987,318.049988,318.850006,317.559998,318.660004,304.9055224463713,310.9719809034396,Over,Up,Up,Up
6430,8/3/1987,318.619995,320.26001,316.519989,317.570007,305.4021688994548,311.60036434120724,Over,Up,Up,Up
6431,8/4/1987,317.589996,318.25,314.51001,316.230011,305.82679015829973,312.0412830706161,Over,Down,Down,Up
6432,8/5/1987,316.25,319.73999,316.230011,318.450012,306.32181846581744,312.6516382067479,Over,Down,Down,Down
6433,8/6/1987,318.48999,322.089996,317.5,322.089996,306.9401783691187,313.55052942515283,Over,Up,Up,Down
6434,8/7/1987,322.100006,324.149994,321.820007,323.0,307.56997529582,314.4504790037097,Over,Up,Up,Up
6435,8/10/1987,322.980011,328.0,322.950012,328.0,308.3711527351996,315.74090957478495,Over,Up,Up,Up
6436,8/11/1987,328.019989,333.399994,328.0,333.329987,309.34993054950553,317.4160598057578,Over,Up,Up,Up
6437,8/12/1987,333.320007,334.570007,331.059998,332.390015,310.2534632730543,318.842150776638,Over,Up,Up,Up
6438,8/13/1987,332.380005,335.519989,332.380005,334.649994,311.21018996822863,320.3476596550534,Over,Down,Up,Up
6439,8/14/1987,334.630005,336.079987,332.630005,333.98999,312.10351545967063,321.646929211715,Over,Up,Up,Up
6440,8/17/1987,333.980011,335.429993,332.880005,334.109985,312.96651426517377,322.8338869058374,Over,Down,Up,Up
6441,8/18/1987,334.100006,334.109985,326.429993,329.25,313.6050823332062,323.44494529575763,Over,Up,Down,Up
6442,8/19/1987,329.26001,329.890015,326.540009,329.829987,314.2413531044531,324.0530445056855,Over,Down,Down,Down
6443,8/20/1987,331.48999,335.190002,329.829987,334.839996,315.0491430219255,325.0803732194297,Over,Up,Down,Down
6444,8/21/1987,334.850006,336.369995,334.299988,335.899994,315.8668234524382,326.11081329376975,Over,Up,Up,Up
6445,8/24/1987,335.890015,335.899994,331.920013,333.329987,316.5516533954799,326.7983536467441,Over,Up,Up,Up
6446,8/25/1987,333.369995,337.890015,333.329987,336.769989,317.3445293015395,327.74803320419704,Over,Down,Down,Up
6447,8/26/1987,336.769989,337.390015,334.459991,334.570007,318.0200382308909,328.39774499427347,Over,Up,Up,Up
6448,8/27/1987,334.559998,334.570007,331.100006,331.380005,318.5439584963462,328.6817697567236,Over,Down,Up,Down
6449,8/28/1987,331.369995,331.380005,327.029999,327.040009,318.87713694746986,328.5254115894166,Over,Down,Down,Down
6450,8/31/1987,327.029999,330.089996,326.98999,329.799988,319.3054840475691,328.64679981899593,Over,Down,Down,Down
6451,9/1/1987,329.809998,332.179993,322.829987,323.399994,319.4660530653115,328.1471040267106,Over,Up,Down,Down
6452,9/2/1987,323.399994,324.529999,318.76001,321.679993,319.55287423922084,327.5311886908334,Over,Down,Down,Down
6453,9/3/1987,321.470001,324.290009,317.390015,320.209991,319.5786435239573,326.8339317678969,Over,Down,Down,Down
6454,9/4/1987,320.209991,322.029999,316.529999,316.700012,319.4657560132139,325.8687965519067,Over,Down,Down,Down
6455,9/8/1987,316.679993,316.700012,308.559998,313.559998,319.2341576597545,324.69653002315374,Over,Down,Down,Down
6456,9/9/1987,313.600006,315.410004,312.290009,313.920013,319.0257598299602,323.6701950685677,Over,Down,Down,Down
6457,9/10/1987,313.920013,317.589996,313.920013,317.130005,318.9514165032951,323.0473198239422,Over,Up,Down,Down
6458,9/11/1987,317.140015,322.450012,317.130005,321.980011,319.07018491493056,322.9456713645191,Over,Up,Up,Up
6459,9/14/1987,322.019989,323.809998,320.399994,323.079987,319.2274320555215,322.958463329803,Over,Up,Up,Up
6460,9/15/1987,323.070007,323.079987,317.630005,317.73999,319.16910099452065,322.4614658698218,Over,Up,Up,Up
6461,9/16/1987,317.75,319.5,314.609985,314.859985,319.00011605355905,321.73751531079114,Over,Down,Down,Up
6462,9/17/1987,314.940002,316.079987,313.450012,314.929993,318.84050338479204,321.0891798526206,Over,Down,Down,Down
6463,9/18/1987,314.980011,316.98999,314.859985,314.859985,318.68440462460416,320.49592319999005,Over,Up,Down,Down
6464,9/21/1987,314.920013,317.660004,310.119995,310.540009,318.3650165608942,319.5477408952291,Over,Down,Equal,Down
6465,9/22/1987,310.540009,319.51001,308.690002,319.5,318.40952571536894,319.5431941433025,Over,Down,Down,Down
6466,9/23/1987,319.48999,321.829987,319.119995,321.190002,318.5185640010408,319.7000329867975,Over,Up,Up,Up
6467,9/24/1987,321.089996,322.01001,319.119995,319.720001,318.56567917747054,319.7019347023406,Over,Up,Up,Up
6468,9/25/1987,319.720001,320.549988,318.100006,320.160004,318.6282017195306,319.74556034973676,Over,Down,Up,Up
6469,9/28/1987,320.160004,325.329987,320.160004,323.200012,318.8074883971961,320.0745557449999,Over,Up,Down,Up
6470,9/29/1987,323.200012,324.630005,320.269989,321.690002,318.92052814632564,320.2284077692856,Over,Up,Up,Up
6471,9/30/1987,321.690002,322.529999,320.160004,321.829987,319.03462457195997,320.3809391245917,Over,Down,Up,Up
6472,10/1/1987,321.829987,327.339996,321.829987,327.329987,319.35993290247137,321.04275320796387,Over,Up,Down,Up
6473,10/2/1987,327.329987,328.940002,327.220001,328.070007,319.70150443570776,321.71201547387204,Over,Up,Up,Up
6474,10/5/1987,328.070007,328.570007,326.089996,328.079987,320.03007237940545,322.3184889525509,Over,Up,Up,Up
6475,10/6/1987,328.079987,328.079987,319.170013,319.220001,319.99830487433076,322.02339486183183,Over,Up,Up,Up
6476,10/7/1987,319.220001,319.390015,315.779999,318.540009,319.9411168008276,321.69164382737165,Over,Down,Down,Down
6477,10/8/1987,318.540009,319.339996,312.019989,314.160004,319.71440649491285,320.9743447961934,Over,Down,Down,Down
6478,10/9/1987,314.160004,315.040009,310.970001,311.070007,319.37541043628886,320.0310745298893,Over,Down,Down,Down
6479,10/12/1987,311.070007,311.070007,306.76001,309.390015,318.9838263015325,319.0176402889474,Over,Down,Down,Down
6480,10/13/1987,309.390015,314.529999,309.390015,314.519989,318.80877385833514,318.5892925471429,Under,Down,Down,Down
6481,10/14/1987,314.519989,314.519989,304.779999,305.230011,318.27627335408675,317.3169800188436,Under,Up,Up,Up
6482,10/15/1987,305.209991,305.230011,298.070007,298.079987,317.48426212451477,315.48488544562036,Under,Down,Down,Down
6483,10/16/1987,298.079987,298.920013,281.519989,282.700012,316.1201738843377,312.36251654603745,Under,Down,Down,Down
6484,10/19/1987,282.700012,282.700012,224.830002,224.839996,312.54055906534404,304.02703839879575,Under,Down,Down,Down
6485,10/20/1987,225.059998,245.619995,216.460007,236.830002,309.57151761180114,297.6273206465295,Under,Down,Down,Down
6486,10/21/1987,236.830002,259.269989,236.830002,258.380005,307.5640073132991,293.8894810611458,Under,Up,Down,Down
6487,10/22/1987,258.23999,258.380005,242.990005,248.25,305.2379678108168,289.54286381722716,Under,Up,Up,Down
6488,10/23/1987,248.289993,250.699997,242.759995,248.220001,303.00196911235344,285.6073530727293,Under,Down,Up,Up
6489,10/26/1987,248.199997,248.220001,227.259995,227.669998,300.047774166771,280.0895097324694,Under,Down,Down,Up
6490,10/27/1987,227.669998,237.809998,227.669998,233.190002,297.4259007484663,275.6228899484247,Under,Down,Down,Down
6491,10/28/1987,233.190002,238.580002,226.259995,233.279999,294.9103751897029,271.59023366762233,Under,Up,Down,Down
6492,10/29/1987,233.309998,246.690002,233.279999,244.770004,292.94408612344006,269.03592608022973,Under,Up,Up,Down
6493,10/30/1987,244.770004,254.039993,244.770004,251.789993,291.33020011859924,267.393456263065,Under,Up,Up,Up
6494,11/2/1987,251.729996,255.75,249.149994,255.75,289.93489815316394,266.2845556665826,Under,Up,Up,Up
6495,11/3/1987,255.75,255.75,242.779999,250.820007,288.40098085303987,264.81174150786046,Under,Up,Up,Up
6496,11/4/1987,250.809998,251.0,246.339996,248.960007,286.85427599605794,263.30205250711185,Under,Down,Down,Up
6497,11/5/1987,248.929993,256.089996,247.720001,254.479996,285.58469638836937,262.4618566492917,Under,Down,Down,Down
6498,11/6/1987,254.490005,257.209991,249.679993,250.410004,284.2052966868647,261.31406115888296,Under,Up,Up,Down
6499,11/9/1987,250.410004,250.410004,243.009995,243.169998,282.5960692873798,259.58605514375125,Under,Down,Up,Down
6500,11/10/1987,243.139999,243.169998,237.639999,239.0,280.88641951140414,257.62547846339396,Under,Down,Down,Down
6501,11/11/1987,239.009995,243.860001,239.0,241.899994,279.3575400795844,256.127813276404,Under,Down,Down,Down
6502,11/12/1987,241.929993,249.899994,241.899994,248.520004,278.14822493920855,255.40326001198457,Under,Up,Down,Down
6503,11/13/1987,248.539993,249.419998,245.639999,245.639999,276.87339254943566,254.4734256298908,Under,Up,Up,Up
6504,11/16/1987,245.690002,249.539993,244.979996,246.759995,275.69247499847745,253.73881318894882,Under,Down,Up,Up
6505,11/17/1987,246.729996,246.759995,240.809998,243.039993,274.4119855083411,252.71987793285848,Under,Up,Down,Up
6506,11/18/1987,243.089996,245.550003,240.669998,245.550003,273.2801430570336,252.03703270115767,Under,Down,Down,Down
6507,11/19/1987,245.539993,245.550003,239.699997,240.050003,271.977000309699,250.89541082485695,Under,Up,Down,Down
6508,11/20/1987,240.039993,242.009995,235.889999,242.0,270.801431670103,250.04822884153722,Under,Down,Down,Down
6509,11/23/1987,242.0,242.990005,240.5,242.990005,269.71078748696175,249.3760170471051,Under,Up,Down,Down
6510,11/24/1987,242.979996,247.899994,242.979996,246.389999,268.79624676198284,249.09163437595222,Under,Up,Up,Down
6511,11/25/1987,246.419998,246.539993,244.080002,244.100006,267.82776673210117,248.6162411972901,Under,Up,Up,Up
6512,11/27/1987,244.110001,244.119995,240.339996,240.339996,266.7498149386854,247.82802736897676,Under,Down,Up,Up
6513,11/30/1987,240.270004,240.339996,225.75,230.300003,265.320410548933,246.15869171478852,Under,Down,Down,Down
6514,12/1/1987,230.320007,234.020004,230.300003,232.0,264.0137277823082,244.81024488480867,Under,Down,Down,Down
6515,12/2/1987,232.009995,234.559998,230.309998,233.449997,262.81515010457065,243.7283165148269,Under,Up,Down,Down
6516,12/3/1987,233.460007,233.899994,225.210007,225.210007,261.34043861027374,241.9646679896053,Under,Up,Up,Down
